,score_qa_distilbert
779,9.474262333242223e-05
780,0.00015584949869662523
781,0.0004274139937479049
782,0.0002606907219160348
783,0.00015992163389455527
784,0.00045130279613658786
785,0.0005446799332275987
786,0.0005824515246786177
787,0.0003126549709122628
788,0.00023466552374884486
789,0.0005966253229416907
790,0.0003759736136998981
791,0.0009648308623582125
792,0.0006931516691111028
793,0.0007291298825293779
794,0.00033729695132933557
795,0.0003528477973304689
796,0.00035135450889356434
797,0.000187355384696275
798,8.033286576392129e-05
799,0.00016540527576580644
800,0.000110483197204303
801,0.00010396855941507965
802,0.0005382810486480594
803,0.0002340987848583609
804,0.00019018931197933853
805,0.00015186311793513596
806,0.00021909736096858978
807,0.0005019955569878221
808,0.0002610688970889896
809,0.00046713787014596164
810,0.0001955380867002532
811,0.0004742899036500603
812,0.0007683623116463423
813,8.148318011080846e-05
814,0.00036241800989955664
815,0.0006746759754605591
816,0.0003053742984775454
817,0.00024158708401955664
818,0.0004661167331505567
819,0.0004939552745781839
820,0.00031127571128308773
821,0.00010568225843599066
822,0.00011073894711444154
823,0.0008376671466976404
824,0.0009413940133526921
825,0.0004298134590499103
826,0.0002591412339825183
827,0.0001541817473480478
828,0.0010464877123013139
829,0.0005720497574657202
830,0.00027698426856659353
831,0.0005722386413253844
832,0.0003593821602407843
833,0.0005532000213861465
834,0.00020837793999817222
835,0.00019550518481992185
836,7.01669996487908e-05
837,0.0007706106407567859
838,0.0007384278578683734
839,0.0005635315901599824
840,0.00033690666896291077
841,0.0001742478780215606
842,0.00046899818698875606
843,0.0001967741409316659
844,0.0006444583996199071
845,0.0006669079884886742
846,0.000630911614280194
847,0.0007679739501327276
848,0.0007522391388192773
849,0.00040338485268875957
850,0.00015463255112990737
851,0.00022539008932653815
852,0.00035652180667966604
853,9.444339229958132e-05
854,0.0005488449241966009
855,0.00020040581875946373
856,0.0014524885918945074
857,0.000549913092982024
858,0.0005921295378357172
859,0.0003421857545617968
860,0.0002063853753497824
861,0.00047574416385032237
862,0.000367441913112998
863,0.0005348906852304935
864,0.00020497407240327448
865,0.00045858859084546566
866,0.00013473964645527303
867,0.0006557004526257515
868,0.0005556257092393935
869,0.0005605711485259235
870,0.0005829819128848612
871,0.000147399099660106
872,0.0004373390693217516
873,0.00013824840425513685
874,0.0013226731680333614
875,0.000657126132864505
876,0.00021553192345891148
877,0.00042926723835989833
878,0.00023208314087241888
879,0.00019224511925131083
880,0.000338646030286327
881,0.00028236964135430753
882,0.0002148146741092205
883,0.0004197436210233718
884,0.000583793269470334
885,0.0006814037333242595
886,0.00023257591237779707
887,0.00043432522215880454
888,0.0005658089066855609
889,0.00025381825980730355
890,0.0004246971511747688
891,0.000505424162838608
892,0.0003966231015510857
893,0.00034008565125986934
894,0.00026339301257394254
895,0.0007183313718996942
896,0.00041142612462863326
897,0.00010677295358618721
898,0.00034940658952109516
899,0.0008621462038718164
900,0.00188192049972713
901,0.0006135680596344173
902,0.00032380627817474306
903,0.0002474708016961813
904,0.0003147480310872197
905,0.0006158765754662454
906,0.0001340270828222856
907,0.00017689281958155334
908,0.00027138195582665503
909,0.00046077612205408514
910,0.0002906055888161063
911,0.0009241383522748947
912,0.0005600588046945632
913,0.00018201106286142021
914,0.00041192074422724545
915,0.0007125584525056183
916,0.00017504334391560405
917,0.0005182877066545188
918,0.0005725323571823537
919,0.0008185844635590911
920,0.001035802997648716
921,0.00033832964254543185
922,7.961411029100418e-05
923,0.0001584413694217801
924,0.00034673945629037917
925,0.00019864457135554403
926,0.0007385927019640803
927,0.0003964765928685665
928,0.0005069682956673205
929,0.00034510239493101835
930,0.0003689415752887726
931,0.001153029385022819
932,0.0003007652412634343
933,0.0003920906747225672
934,0.0005029825842939317
935,8.56414990266785e-05
936,0.0005773298325948417
937,0.000376930896891281
938,0.0008205906488001347
939,0.0005745462258346379
940,0.000550237949937582
941,0.000286612834315747
942,0.00016993909957818687
943,0.0004197268281131983
944,0.00029857829213142395
945,0.0005718217580579221
946,0.00013774674152955413
947,0.0004443174402695149
948,0.0005480428226292133
949,0.00019155509653501213
950,0.0002807894197758287
951,0.00016349120414815843
952,0.00027113387477584183
953,0.0003025037585757673
954,0.0006984903593547642
955,0.00010942344670183957
956,0.00035369195393286645
957,0.000740275951102376
958,0.0005780308274552226
959,0.00022683637507725507
960,0.0005631796084344387
961,0.0006783842109143734
962,0.0002363879611948505
963,0.0025439918972551823
964,0.0006137412856332958
965,0.00041846686508506536
966,0.0004506514815147966
967,0.00019351154332980514
968,0.00034542649518698454
969,0.00048361244262196124
970,0.0002774453314486891
971,0.00013607229629997164
972,0.0004721753066405654
973,0.0002779499627649784
974,0.0003075279528275132
975,0.000318583712214604
976,0.00042324114474467933
977,0.0002778341877274215
978,0.0006069246446713805
979,0.00042820940143428743
980,0.00037231933674775064
981,0.0005038043018430471
982,0.0008204871555790305
983,0.00029026830452494323
984,0.00041846095700748265
985,0.0006469853105954826
986,0.00012625880481209606
987,0.00044518857612274587
988,0.0004189065075479448
989,0.0002700223703868687
990,0.0006018452695570886
991,0.0005599614814855158
992,0.00042751780711114407
993,0.0005288441898301244
994,0.00011928515596082434
995,0.00014797537005506456
996,0.00040180725045502186
997,0.00033853939385153353
998,0.00013776040577795357
999,0.00045054545626044273
1000,7.65785007388331e-05
1001,0.000424590747570619
1002,0.0002212324907304719
1003,3.7195379263721406e-05
1004,9.522375330561772e-05
1005,0.000225931013119407
1006,0.0003771316260099411
1007,0.00010734941315604374
1008,0.00032499636290594935
1009,0.0006658273050561547
1010,0.000538532214704901
1011,0.0005015303613618016
1012,0.00018831130000762641
1013,0.0003439819847699255
1014,0.00010665702575352043
1015,0.00030747707933187485
1016,0.0001310845254920423
1017,0.00041887268889695406
1018,0.00013064641098026186
1019,0.0001751699164742604
1020,0.0003734932979568839
1021,0.00015920824080239981
1022,0.0005290485569275916
1023,0.000257597683230415
1024,0.00035717361606657505
1025,0.002181843388825655
1026,0.00027277652407065034
1027,0.0005369002465158701
1028,0.00046585718519054353
1029,0.0002545460592955351
1030,0.00018826597079169005
1031,9.548317757435143e-05
1032,0.0006816647946834564
1033,0.0003502150939311832
1034,0.0005161524750292301
1035,0.0005941868876107037
1036,0.000711390224751085
1037,0.00017440665396861732
1038,0.0002458099042996764
1039,5.732475983677432e-05
1040,0.00016673884238116443
1041,0.0001148208393715322
1042,0.000256991246715188
1043,0.0007990687736310065
1044,0.0010863970965147018
1045,0.0006954283453524113
1046,0.00012576047447510064
1047,0.00029792264103889465
1048,0.00028715154621750116
1049,0.00048429073649458587
1050,0.00034420244628563523
1051,0.0004347712965682149
1052,0.0002621921885292977
1053,0.00024256065080408007
1054,0.000373615330317989
1055,0.0003913077525794506
1056,0.00010570739686954767
1057,0.00024667358957231045
1058,0.0010008221725001931
1059,0.00045883568236604333
1060,0.00045708168181590736
1061,0.00016402437177021056
1062,0.0006510081584565341
1063,0.00028326778556220233
1064,0.002904880791902542
1065,0.00031968357507139444
1066,0.000439243100117892
1067,0.00017989554908126593
1068,0.0006652512820437551
1069,0.0003858905693050474
1070,8.144422463374212e-05
1071,0.0013196864165365696
1072,0.0004394843999762088
1073,0.0011469011660665274
1074,0.0006047880742698908
1075,0.00011051163164665923
1076,0.00010422321065561846
1077,0.00038785033393651247
1078,0.00015772460028529167
1079,0.00028628591098822653
1080,0.0003963868657592684
1081,0.0005793795571662486
1082,0.00047829418326728046
1083,0.0007274193339981139
1084,0.00034988101106137037
1085,0.00021849534823559225
1086,0.0007459038170054555
1087,0.00034536918974481523
1088,0.0007439326727762818
1089,0.0007775216945447028
1090,0.0002333561860723421
1091,0.0001429062831448391
1092,0.0005580169381573796
1093,0.00029148609610274434
1094,0.00013969220162834972
1095,0.0005475677317008376
1096,0.0004543716786429286
1097,0.00031479584868066013
1098,0.0004914173623546958
1099,0.00025649971212260425
1100,9.965505887521431e-05
1101,0.0005534013034775853
1102,0.0005555376992560923
1103,0.0007132518221624196
1104,0.0023995195515453815
1105,0.0025052998680621386
1106,0.0008940548286773264
1107,0.00038166207377798855
1108,0.00035116280196234584
1109,0.0016642655245959759
1110,0.0006509888335131109
1111,0.00022604716650675982
1112,0.0004175513458903879
1113,0.0003801013808697462
1114,0.0002550406788941473
1115,0.0007655171793885529
1116,0.0003554380382411182
1117,0.0006324565038084984
1118,0.004087773617357016
1119,0.0001564781996421516
1120,0.00036728900158777833
1121,0.0009302567923441529
1122,0.00012724859698209912
1123,9.221070649800822e-05
1124,0.0003337776579428464
1125,0.00018619117327034473
1126,0.00048626126954331994
1127,0.00020560494158416986
1128,0.0004599961102940142
1129,0.0005717125022783875
1130,0.00011909099703188986
1131,0.00013692617358174175
1132,0.00010882816422963515
1133,0.0013169345911592245
1134,0.00016737458645366132
1135,0.0006383694126270711
1136,0.0003444876929279417
1137,0.0005760309286415577
1138,0.0005798259517177939
1139,0.0005817489582113922
1140,0.0021752750035375357
1141,0.0005220505991019309
1142,0.00017934523930307478
1143,0.0007737471605651081
1144,0.00017656778800301254
1145,0.0004343655309639871
1146,0.0001365850039292127
1147,0.00037200769293121994
1148,0.0005512689240276814
1149,0.0002894664939958602
1150,0.0005902601988054812
1151,0.00013859837781637907
